0	0	0	0	0	0
256	0	0	187	9	4
512	0	0	372	19	8
768	0	0	553	27	12
1024	0	0	729	37	16
1280	0	0	904	46	20
1536	0	0	1080	56	24
1792	0	0	1263	65	28
2048	0	0	1431	73	31
2303	0	0	1602	82	35
2559	0	0	1777	91	39
2815	0	0	1953	100	43
3071	0	0	2145	110	47
3327	0	0	2327	119	51
3583	0	0	2496	127	55
3839	0	0	2670	137	59
4095	0	0	2845	146	63
0	256	0	65	244	18
256	256	0	251	254	22
512	256	0	436	263	27
768	256	0	615	273	31
1024	256	0	793	282	35
1280	256	0	965	291	39
1536	256	0	1145	300	43
1792	256	0	1323	307	47
2048	256	0	1492	316	51
2303	256	0	1668	325	54
2559	256	0	1842	334	58
2815	256	0	2023	343	62
3071	256	0	2216	351	66
3327	256	0	2387	359	70
3583	256	0	2559	368	74
3839	256	0	2738	376	78
4095	256	0	2909	385	82
0	512	0	130	485	37
256	512	0	315	494	41
512	512	0	500	503	45
768	512	0	678	512	49
1024	512	0	851	521	53
1280	512	0	1024	528	57
1536	512	0	1211	537	61
1792	512	0	1384	546	65
2048	512	0	1556	554	69
2303	512	0	1731	563	72
2559	512	0	1907	571	76
2815	512	0	2091	580	80
3071	512	0	2278	589	84
3327	512	0	2445	597	88
3583	512	0	2622	605	92
3839	512	0	2799	613	96
4095	512	0	2971	620	100
0	768	0	196	728	56
256	768	0	380	738	60
512	768	0	563	747	64
768	768	0	741	756	68
1024	768	0	914	763	72
1280	768	0	1093	772	76
1536	768	0	1277	780	80
1792	768	0	1444	786	84
2048	768	0	1616	794	88
2303	768	0	1791	802	91
2559	768	0	1971	812	95
2815	768	0	2160	820	99
3071	768	0	2341	829	103
3327	768	0	2510	838	107
3583	768	0	2689	844	111
3839	768	0	2863	851	115
4095	768	0	3039	859	119
0	1024	0	260	969	74
256	1024	0	445	977	78
512	1024	0	625	984	82
768	1024	0	801	993	86
1024	1024	0	976	1004	90
1280	1024	0	1159	1011	94
1536	1024	0	1336	1017	98
1792	1024	0	1506	1025	102
