0	0	0	0	0	0
256	0	0	259	1	0
512	0	0	514	1	0
768	0	0	756	2	0
1024	0	0	999	2	0
1280	0	0	1251	2	0
1536	0	0	1483	3	0
1792	0	0	1726	3	0
2048	0	0	1968	3	0
2303	0	0	2238	4	0
2559	0	0	2468	4	0
2815	0	0	2710	4	0
3071	0	0	2953	4	0
3327	0	0	3191	5	0
3583	0	0	3438	5	0
3839	0	0	3680	5	0
4095	0	0	3917	5	0
0	256	0	0	253	0
256	256	0	257	255	0
512	256	0	513	256	0
768	256	0	760	258	0
1024	256	0	999	258	0
1280	256	0	1251	257	0
1536	256	0	1486	257	0
1792	256	0	1729	257	0
2048	256	0	1973	257	0
2303	256	0	2244	259	0
2559	256	0	2475	259	0
2815	256	0	2715	257	0
3071	256	0	2957	257	0
3327	256	0	3198	256	0
3583	256	0	3451	257	0
3839	256	0	3687	257	0
4095	256	0	3919	257	0
0	512	0	0	507	0
256	512	0	258	507	0
512	512	0	514	507	0
768	512	0	758	507	0
1024	512	0	996	506	0
1280	512	0	1255	506	0
1536	512	0	1488	505	0
1792	512	0	1734	506	0
2048	512	0	1975	505	0
2303	512	0	2240	505	0
2559	512	0	2468	504	0
2815	512	0	2720	504	0
3071	512	0	2955	502	0
3327	512	0	3204	503	0
3583	512	0	3445	501	0
3839	512	0	3686	502	0
4095	512	0	3921	502	0
0	768	0	0	759	0
256	768	0	258	761	0
512	768	0	515	760	0
768	768	0	760	760	0
1024	768	0	999	759	0
1280	768	0	1257	759	0
1536	768	0	1486	754	0
1792	768	0	1730	754	0
2048	768	0	1979	757	0
2303	768	0	2242	756	0
2559	768	0	2473	755	0
2815	768	0	2716	752	0
3071	768	0	2959	752	0
3327	768	0	3210	753	0
3583	768	0	3456	752	0
3839	768	0	3690	750	0
4095	768	0	3925	751	0
0	1024	0	0	1011	0
256	1024	0	257	1010	0
512	1024	0	514	1009	0
768	1024	0	758	1008	0
1024	1024	0	1003	1011	0
1280	1024	0	1257	1007	0
1536	1024	0	1490	1005	0
1792	1024	0	1735	1005	0
2048	1024	0	1978	1004	0
2303	1024	0	2242	1003	0
2559	1024	0	2481	1007	0
2815	1024	0	2724	1002	0
3071	1024	0	2962	999	0
3327	1024	0	3211	1000	0
3583	1024	0	3459	998	0
3839	1024	0	3706	1001	0
4095	1024	0	3920	995	0
0	1280	0	0	1266	0
256	1280	0	258	1268	0
512	1280	0	515	1267	0
768	1280	0	760	1266	0
1024	1280	0	1001	1264	0
1280	1280	0	1260	1264	0
1536	1280	0	1490	1259	0
1792	1280	0	1734	1258	0
2048	1280	0	1977	1257	0
2303	1280	0	2246	1259	0
2559	1280	0	2479	1259	0
2815	1280	0	2724	1254	0
3071	1280	0	2969	1255	0
3327	1280	0	3210	1250	0
3583	1280	0	3462	1251	0
3839	1280	0	3699	1249	0
4095	1280	0	3936	1251	0
0	1536	0	0	1514	0
256	1536	0	258	1514	0
512	1536	0	515	1512	0
768	1536	0	761	1511	0
1024	1536	0	1005	1514	0
1280	1536	0	1259	1507	0
1536	1536	0	1496	1506	0
1792	1536	0	1739	1505	0
2048	1536	0	1986	1506	0
2303	1536	0	2250	1504	0
2559	1536	0	2487	1506	0
2815	1536	0	2734	1502	0
3071	1536	0	2978	1502	0
3327	1536	0	3219	1496	0
3583	1536	0	3475	1499	0
3839	1536	0	3709	1495	0
4095	1536	0	3938	1493	0
0	1792	0	0	1767	0
256	1792	0	260	1766	0
512	1792	0	517	1763	0
768	1792	0	763	1760	0
1024	1792	0	1005	1761	0
1280	1792	0	1264	1759	0
1536	1792	0	1500	1756	0
1792	1792	0	1746	1757	0
2048	1792	0	1992	1757	0
2303	1792	0	2255	1754	0
2559	1792	0	2490	1753	0
2815	1792	0	2742	1752	0
3071	1792	0	2976	1744	0
3327	1792	0	3228	1746	0
3583	1792	0	3483	1748	0
3839	1792	0	3720	1744	0
4095	1792	0	3947	1741	0
0	2048	0	0	2019	0
256	2048	0	260	2016	0
512	2048	0	519	2014	0
768	2048	0	766	2011	0
1024	2048	0	1008	2010	0
1280	2048	0	1267	2008	0
1536	2048	0	1506	2007	0
1792	2048	0	1751	2005	0
2048	2048	0	1997	2004	0
2303	2048	0	2262	2002	0
2559	2048	0	2497	2002	0
2815	2048	0	2748	2000	0
3071	2048	0	2985	1992	0
3327	2048	0	3240	1995	0
3583	2048	0	3485	1991	0
3839	2048	0	3729	1991	0
4095	2048	0	3957	1988	0
0	2303	0	0	2280	0
256	2303	0	259	2277	0
512	2303	0	519	2277	0
768	2303	0	768	2279	0
1024	2303	0	1011	2277	0
