0	0	0	0	0	0
256	0	0	30	0	2
512	0	0	63	0	3
768	0	0	98	0	6
1024	0	0	133	0	7
1280	0	0	169	0	9
1536	0	0	205	0	12
1792	0	0	242	0	14
2048	0	0	279	0	16
2304	0	0	320	0	18
2560	0	0	373	0	22
2816	0	0	437	0	26
3072	0	0	516	0	30
3328	0	0	613	0	37
3584	0	0	731	0	44
3840	0	0	874	0	53
4095	0	0	1023	0	62
0	256	0	0	29	0
256	256	0	30	30	0
512	256	0	65	27	0
768	256	0	99	22	3
1024	256	0	135	7	5
1280	256	0	170	0	8
1536	256	0	206	0	10
1792	256	0	243	0	13
2048	256	0	280	0	15
2304	256	0	321	0	18
2560	256	0	374	0	22
2816	256	0	437	0	25
3072	256	0	516	0	30
3328	256	0	614	0	37
3584	256	0	732	0	44
3840	256	0	874	0	53
4095	256	0	1023	0	61
0	512	0	0	61	0
256	512	0	15	63	0
512	512	0	63	62	0
768	512	0	100	61	0
1024	512	0	136	58	0
1280	512	0	172	55	0
1536	512	0	208	49	6
1792	512	0	245	38	10
2048	512	0	282	14	12
2304	512	0	323	0	16
2560	512	0	376	0	19
2816	512	0	439	0	24
3072	512	0	518	0	29
3328	512	0	615	0	35
3584	512	0	733	0	43
3840	512	0	876	0	52
4095	512	0	1023	0	61
0	768	0	0	95	0
256	768	0	0	95	0
512	768	0	55	95	0
768	768	0	98	95	0
1024	768	0	136	94	0
1280	768	0	172	93	0
1536	768	0	209	91	0
1792	768	0	247	87	0
2048	768	0	283	83	2
2304	768	0	325	74	10
2560	768	0	378	59	16
2816	768	0	442	0	20
3072	768	0	522	0	27
3328	768	0	618	0	33
3584	768	0	735	0	40
3840	768	0	877	0	50
4095	768	0	1023	0	60
0	1024	0	0	129	0
256	1024	0	0	129	0
512	1024	0	33	131	0
768	1024	0	90	130	0
1024	1024	0	133	130	0
1280	1024	0	172	129	0
1536	1024	0	210	128	0
1792	1024	0	247	127	0
2048	1024	0	285	123	0
2304	1024	0	327	119	0
2560	1024	0	379	112	0
2816	1024	0	443	100	14
3072	1024	0	524	76	22
3328	1024	0	621	0	30
3584	1024	0	738	0	38
3840	1024	0	880	0	48
4095	1024	0	1023	0	57
0	1280	0	0	165	0
256	1280	0	0	165	0
512	1280	0	0	165	0
768	1280	0	77	165	0
1024	1280	0	126	165	0
1280	1280	0	168	165	0
1536	1280	0	208	164	0
1792	1280	0	246	163	0
2048	1280	0	285	161	0
2304	1280	0	327	159	0
2560	1280	0	381	155	0
2816	1280	0	445	148	0
3072	1280	0	525	135	13
3328	1280	0	622	111	24
3584	1280	0	740	49	35
3840	1280	0	883	0	45
4095	1280	0	1023	0	55
0	1536	0	0	200	0
256	1536	0	0	200	0
512	1536	0	0	200	0
768	1536	0	51	201	0
1024	1536	0	115	201	0
1280	1536	0	162	201	0
1536	1536	0	205	200	0
1792	1536	0	245	200	0
2048	1536	0	284	199	0
2304	1536	0	327	197	0
2560	1536	0	381	194	0
2816	1536	0	446	190	0
3072	1536	0	526	181	0
3328	1536	0	624	167	14
3584	1536	0	742	140	28
3840	1536	0	885	72	40
4095	1536	0	1023	0	52
0	1792	0	0	235	0
256	1792	0	0	236	0
512	1792	0	0	236	0
768	1792	0	0	236	0
1024	1792	0	99	237	0
1280	1792	0	154	237	0
1536	1792	0	199	236	0
1792	1792	0	241	236	0
2048	1792	0	282	235	0
2304	1792	0	326	234	0
2560	1792	0	381	232	0
2816	1792	0	446	229	0
3072	1792	0	527	223	0
3328	1792	0	625	214	0
3584	1792	0	744	195	18
3840	1792	0	887	160	34
4095	1792	0	1023	67	48
0	2048	0	0	272	0
256	2048	0	0	272	0
512	2048	0	0	273	0
768	2048	0	0	273	0
1024	2048	0	70	274	0
1280	2048	0	140	273	0
1536	2048	0	191	273	0
1792	2048	0	236	272	0
2048	2048	0	278	272	0
2304	2048	0	324	271	0
2560	2048	0	380	270	0
2816	2048	0	446	268	0
3072	2048	0	528	263	0
3328	2048	0	626	256	0
3584	2048	0	745	243	0
3840	2048	0	889	220	25
4095	2048	0	1023	166	41
0	2304	0	0	313	0
256	2304	0	0	313	0
512	2304	0	0	313	0
768	2304	0	0	314	0
1024	2304	0	0	314	0
1280	2304	0	117	314	0
1536	2304	0	177	314	0
1792	2304	0	227	314	0
2048	2304	0	272	314	0
2304	2304	0	320	313	0
2560	2304	0	377	312	0
2816	2304	0	446	310	0
3072	2304	0	528	308	0
3328	2304	0	627	302	0
3584	2304	0	747	292	0
3840	2304	0	890	275	0
4095	2304	0	1023	234	33
0	2560	0	0	364	0
256	2560	0	0	364	0
512	2560	0	0	364	0
768	2560	0	0	365	0
1024	2560	0	0	365	0
1280	2560	0	63	365	0
1536	2560	0	153	365	0
1792	2560	0	212	365	0
2048	2560	0	261	365	0
2304	2560	0	312	364	0
2560	2560	0	372	364	0
2816	2560	0	442	363	0
3072	2560	0	527	360	0
3328	2560	0	627	357	0
3584	2560	0	747	350	0
3840	2560	0	892	337	0
4095	2560	0	1023	302	3
0	2816	0	0	427	0
256	2816	0	0	427	0
512	2816	0	0	427	0
768	2816	0	0	427	0
1024	2816	0	0	428	0
1280	2816	0	0	428	0
1536	2816	0	99	429	0
1792	2816	0	181	428	0
2048	2816	0	240	428	0
2304	2816	0	298	428	0
2560	2816	0	362	428	0
2816	2816	0	437	427	0
3072	2816	0	524	426	0
3328	2816	0	626	423	0
3584	2816	0	748	418	0
3840	2816	0	894	409	0
4095	2816	0	1023	377	0
0	3072	0	0	504	0
256	3072	0	0	504	0
512	3072	0	0	504	0
768	3072	0	0	504	0
1024	3072	0	0	505	0
1280	3072	0	0	505	0
1536	3072	0	0	506	0
1792	3072	0	116	506	0
2048	3072	0	202	506	0
2304	3072	0	271	506	0
2560	3072	0	344	506	0
2816	3072	0	424	505	0
3072	3072	0	516	504	0
3328	3072	0	622	503	0
3584	3072	0	747	499	0
3840	3072	0	894	494	0
4095	3072	0	1023	461	0
0	3328	0	0	598	0
256	3328	0	0	598	0
512	3328	0	0	598	0
768	3328	0	0	599	0
1024	3328	0	0	599	0
1280	3328	0	0	599	0
1536	3328	0	0	600	0
1792	3328	0	0	600	0
2048	3328	0	106	601	0
2304	3328	0	219	601	0
2560	3328	0	310	601	0
2816	3328	0	402	601	0
3072	3328	0	501	600	0
3328	3328	0	613	599	0
3584	3328	0	741	597	0
3840	3328	0	893	593	0
4095	3328	0	1023	562	0
0	3584	0	0	714	0
256	3584	0	0	714	0
512	3584	0	0	714	0
768	3584	0	0	714	0
1024	3584	0	0	714	0
1280	3584	0	0	715	0
1536	3584	0	0	715	0
1792	3584	0	0	716	0
2048	3584	0	0	716	0
2304	3584	0	53	717	0
2560	3584	0	241	717	0
2816	3584	0	358	716	0
3072	3584	0	472	716	0
3328	3584	0	594	716	0
3584	3584	0	730	715	0
3840	3584	0	887	711	0
4095	3584	0	1023	686	0
0	3840	0	0	853	0
256	3840	0	0	853	0
512	3840	0	0	854	0
768	3840	0	0	854	0
1024	3840	0	0	854	0
1280	3840	0	0	854	0
1536	3840	0	0	855	0
1792	3840	0	0	855	0
2048	3840	0	0	856	0
2304	3840	0	0	856	0
2560	3840	0	0	856	0
2816	3840	0	270	856	0
3072	3840	0	419	857	0
3328	3840	0	559	856	0
3584	3840	0	708	855	0
3840	3840	0	874	854	0
4095	3840	0	1023	836	0
0	4095	0	0	1021	0
256	4095	0	0	1021	0
512	4095	0	0	1021	0
768	4095	0	0	1022	0
1024	4095	0	0	1022	0
1280	4095	0	0	1022	0
1536	4095	0	0	1022	0
